,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
16,3638-WEABW,Female,FALSE,TRUE,FALSE,58,TRUE,TRUE,DSL,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Two year,TRUE,Credit card (automatic),59.90000153,3505.100098,FALSE
17,6322-HRPFA,Male,FALSE,TRUE,TRUE,49,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-month,FALSE,Credit card (automatic),59.59999847,2970.300049,FALSE
18,6865-JZNKO,Female,FALSE,FALSE,FALSE,30,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),55.29999924,1530.599976,FALSE
19,6467-CHFZW,Male,FALSE,TRUE,TRUE,47,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,99.34999847,4749.149902,TRUE
20,5248-YGIJN,Male,FALSE,TRUE,FALSE,72,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),90.25,6369.450195,FALSE
21,8773-HHUOZ,Female,FALSE,FALSE,TRUE,17,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Mailed check,64.69999695,1093.099976,TRUE
22,3841-NFECX,Female,TRUE,TRUE,FALSE,71,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Two year,TRUE,Credit card (automatic),96.34999847,6766.950195,FALSE
23,4929-XIHVW,Male,TRUE,TRUE,FALSE,2,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Credit card (automatic),95.5,181.6499939,FALSE
24,6827-IEAUQ,Female,FALSE,TRUE,TRUE,27,TRUE,FALSE,DSL,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,One year,FALSE,Mailed check,66.15000153,1874.449951,FALSE
25,3413-BMNZE,Male,TRUE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Bank transfer (automatic),45.25,45.25,FALSE
26,6234-RAAPL,Female,FALSE,TRUE,TRUE,72,TRUE,TRUE,Fiber optic,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Two year,FALSE,Bank transfer (automatic),99.90000153,7251.700195,FALSE
27,6047-YHPVI,Male,FALSE,FALSE,FALSE,5,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,69.69999695,316.8999939,TRUE
28,6572-ADKRS,Female,FALSE,FALSE,FALSE,46,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),74.80000305,3548.300049,FALSE
29,5380-WJKOV,Male,FALSE,FALSE,FALSE,34,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,106.3499985,3549.25,TRUE
30,8168-UQWWF,Female,FALSE,FALSE,FALSE,11,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),97.84999847,1105.400024,TRUE
31,8865-TNMNX,Male,FALSE,TRUE,TRUE,10,TRUE,FALSE,DSL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,One year,FALSE,Mailed check,49.54999924,475.7000122,FALSE
32,9489-DEDVP,Female,FALSE,TRUE,TRUE,70,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Two year,TRUE,Credit card (automatic),69.19999695,4872.350098,FALSE
33,4671-VJLCL,Female,FALSE,FALSE,FALSE,63,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Two year,TRUE,Credit card (automatic),79.84999847,4861.450195,FALSE
34,4080-IIARD,Female,FALSE,TRUE,FALSE,13,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,76.19999695,981.4500122,FALSE
35,3714-NTNFO,Female,FALSE,FALSE,FALSE,49,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,84.5,3906.699951,FALSE
36,5948-UJZLF,Male,FALSE,FALSE,FALSE,2,TRUE,FALSE,DSL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,49.25,97,FALSE
37,7760-OYPDY,Female,FALSE,FALSE,FALSE,2,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,80.65000153,144.1499939,TRUE
38,7639-LIAYI,Male,FALSE,FALSE,FALSE,52,TRUE,TRUE,DSL,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),79.75,4217.799805,FALSE
39,2954-PIBKO,Female,FALSE,TRUE,TRUE,69,TRUE,TRUE,DSL,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Two year,TRUE,Credit card (automatic),64.15000153,4254.100098,FALSE
40,8012-SOUDQ,Female,TRUE,FALSE,FALSE,43,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,90.25,3838.75,FALSE
41,9420-LOJKX,Female,FALSE,FALSE,FALSE,15,TRUE,FALSE,Fiber optic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Credit card (automatic),99.09999847,1426.400024,TRUE
42,6575-SUVOI,Female,TRUE,TRUE,FALSE,25,TRUE,TRUE,DSL,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Month-to-month,TRUE,Credit card (automatic),69.5,1752.650024,FALSE
43,7495-OOKFY,Female,TRUE,TRUE,FALSE,8,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),80.65000153,633.2999878,TRUE
44,4667-QONEA,Female,TRUE,TRUE,TRUE,60,TRUE,FALSE,DSL,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,One year,TRUE,Credit card (automatic),74.84999847,4456.350098,FALSE
45,1658-BYGOY,Male,TRUE,FALSE,FALSE,18,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,95.44999695,1752.550049,TRUE
46,8769-KKTPH,Female,FALSE,TRUE,TRUE,63,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,One year,TRUE,Credit card (automatic),99.65000153,6311.200195,FALSE
47,5067-XJQFU,Male,TRUE,TRUE,TRUE,66,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,One year,TRUE,Electronic check,108.4499969,7076.350098,FALSE
48,5954-BDFSG,Female,FALSE,FALSE,FALSE,72,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),107.5,7853.700195,FALSE
49,0434-CSFON,Female,FALSE,TRUE,FALSE,47,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,100.5,4707.100098,FALSE
50,1215-FIGMP,Male,FALSE,FALSE,FALSE,60,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),89.90000153,5450.700195,FALSE
51,0557-ASKVU,Female,FALSE,TRUE,TRUE,18,TRUE,FALSE,DSL,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,One year,TRUE,Credit card (automatic),54.40000153,957.0999756,FALSE
52,5698-BQJOH,Female,FALSE,FALSE,FALSE,9,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,FALSE,Electronic check,94.40000153,857.25,TRUE
53,5122-CYFXA,Female,FALSE,FALSE,FALSE,3,TRUE,FALSE,DSL,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,75.30000305,244.1000061,FALSE
54,8627-ZYGSZ,Male,FALSE,TRUE,FALSE,47,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,One year,TRUE,Electronic check,78.90000153,3650.350098,FALSE
55,3410-YOQBQ,Female,FALSE,FALSE,FALSE,31,TRUE,FALSE,DSL,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Mailed check,79.19999695,2497.199951,FALSE
56,7410-OIEDU,Male,FALSE,FALSE,FALSE,10,TRUE,FALSE,Fiber optic,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,79.84999847,887.3499756,FALSE
57,2273-QCKXA,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,49.04999924,49.04999924,FALSE
58,1891-QRQSA,Male,TRUE,TRUE,TRUE,64,TRUE,TRUE,Fiber optic,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),111.5999985,7099,FALSE
59,5630-AHZIL,Female,FALSE,FALSE,TRUE,3,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),64.5,177.3999939,FALSE
60,2673-CXQEU,Female,TRUE,FALSE,FALSE,56,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,One year,FALSE,Electronic check,110.5,6139.5,FALSE
61,6416-JNVRK,Female,FALSE,FALSE,FALSE,46,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,One year,FALSE,Credit card (automatic),55.65000153,2688.850098,FALSE
62,5590-ZSKRV,Female,FALSE,TRUE,TRUE,8,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,54.65000153,482.25,FALSE
63,0191-ZHSKZ,Male,TRUE,FALSE,FALSE,30,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,74.75,2111.300049,FALSE
64,5919-TMRGD,Female,FALSE,FALSE,TRUE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,79.34999847,79.34999847,TRUE
65,9191-MYQKX,Female,FALSE,TRUE,FALSE,7,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),75.15000153,496.8999939,TRUE
66,9919-YLNNG,Female,FALSE,FALSE,FALSE,42,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),103.8000031,4327.5,FALSE
67,4445-ZJNMU,Male,FALSE,FALSE,FALSE,9,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Credit card (automatic),99.30000305,918.75,FALSE
68,4808-YNLEU,Female,FALSE,TRUE,FALSE,35,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,One year,TRUE,Bank transfer (automatic),62.15000153,2215.449951,FALSE
69,4767-HZZHQ,Male,FALSE,TRUE,TRUE,30,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Bank transfer (automatic),82.05000305,2570.199951,FALSE
70,2424-WVHPL,Male,TRUE,FALSE,FALSE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,74.69999695,74.69999695,FALSE
71,7233-PAHHL,Male,FALSE,TRUE,TRUE,66,TRUE,TRUE,DSL,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Mailed check,84,5714.25,FALSE
72,6067-NGCEU,Female,FALSE,FALSE,FALSE,65,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Credit card (automatic),111.0500031,7107,FALSE
73,9848-JQJTX,Male,FALSE,FALSE,FALSE,72,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),100.9000015,7459.049805,FALSE
74,8637-XJIVR,Female,FALSE,FALSE,FALSE,12,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,78.94999695,927.3499756,TRUE
75,9803-FTJCG,Male,FALSE,TRUE,TRUE,71,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,One year,TRUE,Credit card (automatic),66.84999847,4748.700195,FALSE
76,4598-XLKNJ,Female,TRUE,TRUE,FALSE,25,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,98.5,2514.5,TRUE
77,7123-WQUHX,Male,FALSE,FALSE,FALSE,38,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,One year,FALSE,Bank transfer (automatic),95,3605.600098,FALSE
78,3192-NQECA,Male,FALSE,TRUE,FALSE,68,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),110,7611.850098,TRUE
79,6728-DKUCO,Female,FALSE,TRUE,TRUE,72,TRUE,TRUE,Fiber optic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,One year,TRUE,Electronic check,104.1500015,7303.049805,FALSE
80,8597-CWYHH,Male,FALSE,FALSE,FALSE,43,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,One year,FALSE,Mailed check,94.34999847,3921.300049,FALSE
81,0486-HECZI,Male,FALSE,TRUE,FALSE,55,TRUE,TRUE,Fiber optic,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,96.75,5238.899902,TRUE
82,4549-ZDQYY,Female,FALSE,FALSE,FALSE,52,TRUE,FALSE,DSL,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,One year,FALSE,Credit card (automatic),57.95000076,3042.25,FALSE
83,5712-AHQNN,Female,FALSE,FALSE,FALSE,43,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,91.65000153,3954.100098,FALSE
84,4846-WHAFZ,Female,TRUE,TRUE,FALSE,37,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,76.5,2868.149902,TRUE
85,3071-VBYPO,Male,FALSE,TRUE,TRUE,3,TRUE,FALSE,Fiber optic,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,FALSE,Electronic check,89.84999847,248.3999939,FALSE
86,5299-RULOA,Female,FALSE,TRUE,TRUE,10,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,100.25,1064.650024,TRUE
87,9445-ZUEQE,Male,FALSE,TRUE,TRUE,27,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),85.19999695,2151.600098,FALSE
88,1091-SOZGA,Female,FALSE,TRUE,TRUE,56,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Credit card (automatic),99.80000305,5515.450195,FALSE
89,0404-SWRVG,Male,FALSE,FALSE,FALSE,3,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,74.40000153,229.5500031,TRUE
90,6497-TILVL,Female,FALSE,TRUE,TRUE,7,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,50.70000076,350.3500061,FALSE
91,4622-YNKIJ,Male,FALSE,FALSE,FALSE,33,TRUE,FALSE,Fiber optic,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Two year,TRUE,Electronic check,88.94999695,3027.649902,FALSE
92,4412-YLTKF,Female,TRUE,FALSE,FALSE,27,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,78.05000305,2135.5,TRUE
93,2876-GZYZC,Female,FALSE,FALSE,FALSE,13,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,85.94999695,1215.650024,FALSE
94,8587-XYZSF,Male,FALSE,FALSE,FALSE,67,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Two year,FALSE,Bank transfer (automatic),50.54999924,3260.100098,FALSE
95,2372-HWUHI,Male,FALSE,FALSE,FALSE,2,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,44.34999847,81.25,TRUE
96,7850-VWJUU,Female,FALSE,FALSE,FALSE,23,TRUE,FALSE,Fiber optic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),75,1778.5,FALSE
97,0390-DCFDQ,Female,TRUE,TRUE,FALSE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,70.44999695,70.44999695,TRUE
98,3146-MSEGF,Female,TRUE,TRUE,TRUE,72,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),88.05000305,6425.649902,FALSE
99,4080-OGPJL,Female,FALSE,FALSE,FALSE,8,TRUE,TRUE,DSL,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Month-to-month,FALSE,Electronic check,71.15000153,563.6500244,TRUE
100,1095-WGNGG,Female,FALSE,TRUE,FALSE,61,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),101.0500031,5971.25,FALSE
101,2636-SJDOU,Male,FALSE,FALSE,FALSE,64,TRUE,TRUE,Fiber optic,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,One year,TRUE,Credit card (automatic),84.30000305,5289.049805,FALSE
102,5716-EZXZN,Female,FALSE,TRUE,TRUE,65,TRUE,TRUE,Fiber optic,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Two year,TRUE,Credit card (automatic),99.05000305,6416.700195,FALSE
103,2135-RXIHG,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,45.65000153,45.65000153,TRUE
104,6440-DKQGE,Male,FALSE,FALSE,TRUE,30,TRUE,FALSE,DSL,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,One year,FALSE,Credit card (automatic),64.5,1929.949951,FALSE
105,3466-BYAVD,Male,FALSE,TRUE,TRUE,15,TRUE,FALSE,DSL,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Month-to-month,TRUE,Mailed check,69.5,1071.400024,FALSE
106,3780-YVMFA,Female,FALSE,TRUE,TRUE,8,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,68.55000305,564.3499756,FALSE
107,3874-EQOEP,Male,FALSE,FALSE,FALSE,7,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,FALSE,Mailed check,95,655.5,TRUE
108,1679-JRFBR,Female,FALSE,TRUE,TRUE,70,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Credit card (automatic),108.1500015,7930.549805,FALSE
109,9073-ZZIAY,Male,FALSE,TRUE,TRUE,62,TRUE,FALSE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Electronic check,86.09999847,5215.25,FALSE
110,6551-GNYDG,Female,FALSE,TRUE,TRUE,14,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),80.90000153,1152.800049,FALSE
111,9167-APMXZ,Female,FALSE,FALSE,FALSE,22,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),84.15000153,1821.949951,FALSE
112,6371-NZYEG,Male,FALSE,TRUE,TRUE,16,TRUE,FALSE,DSL,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Two year,FALSE,Mailed check,64.25,1024,FALSE
113,8992-VONJD,Female,FALSE,FALSE,TRUE,13,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,56,764.5499878,FALSE
114,0867-MKZVY,Female,FALSE,TRUE,FALSE,20,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,82.40000153,1592.349976,TRUE
115,4482-EWFMI,Female,FALSE,FALSE,FALSE,2,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,69.69999695,135.1999969,FALSE
116,4648-YPBTM,Male,FALSE,FALSE,FALSE,53,TRUE,TRUE,DSL,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Two year,TRUE,Bank transfer (automatic),73.90000153,3958.25,FALSE
117,3376-BMGFE,Female,FALSE,FALSE,FALSE,4,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),70.90000153,273,TRUE
118,5997-OPVFA,Male,FALSE,TRUE,FALSE,72,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),89.05000305,6254.450195,FALSE
119,7654-YWJUF,Male,FALSE,TRUE,FALSE,43,TRUE,FALSE,Fiber optic,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,One year,TRUE,Bank transfer (automatic),84.25,3539.25,FALSE
120,1875-QIVME,Female,FALSE,TRUE,FALSE,2,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,104.4000015,242.8000031,TRUE
121,6727-IOTLZ,Male,FALSE,TRUE,FALSE,14,TRUE,FALSE,DSL,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Mailed check,81.94999695,1181.75,FALSE
122,0691-JVSYA,Female,FALSE,TRUE,FALSE,53,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Bank transfer (automatic),94.84999847,5000.200195,TRUE
123,2656-FMOKZ,Female,TRUE,FALSE,FALSE,15,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,74.44999695,1145.699951,TRUE
